986,chepchabas,198
987,kimulot,198
988,mogogosiek,198
989,boito,198
990,embomos,198
991,mautuma,199
992,lugari,199
993,lumakanda,199
994,chekalini,199
995,chevaywa,199
996,lwandeti,199
997,likuyani,200
998,sango,200
999,kongoni,200
1000,nzoia,200
1001,sinoko,200
1002,west kabras,201
1003,chemuche,201
1004,east kabras,201
1005,butali/chegulo,201
1006,manda-shivanga,201
1007,shirugu-mugai,201
1008,south kabras,201
1009,butsotso east,202
1010,butsotso south,202
1011,butsotso central,202
1012,sheywe,202
1013,mahiakalo,202
1014,shirere,202
1015,ingostse-mathia,203
1016,shinoyi-shikomari-,203
1017,bunyala west,203
1018,bunyala east,203
1019,bunyala central,203
1020,mumias central,204
1021,mumias north,204
1022,etenje,204
1023,musanda,204
1024,lubinu/lusheya,205
1025,isongo/makunga/malaha,205
1026,east wanga,205
1027,koyonzo,206
1028,kholera,206
1029,khalaba,206
1030,mayoni,206
1031,namamali,206
1032,marama west,207
1033,marama central,207
1034,marenyo - shianda,207
1035,marama north,207
1036,marama south,207
1037,kisa north,208
1038,kisa east,208
1039,kisa west,208
1040,kisa central,208
1041,isukha north,209
1042,murhanda,209
1043,isukha central,209
1044,isukha south,209
1045,isukha east,209
1046,isukha west,209
1047,idakho south,210
1048,idakho east,210
1049,idakho north,210
1050,idakho central,210
1051,lugaga-wamuluma,211
1052,south maragoli,211
1053,central maragoli,211
1054,mungoma,211
1055,lyaduywa/izava,212
1056,west sabatia,212
1057,chavakali,212
1058,north maragoli,212
1059,wodanga,212
1060,busali,212
1061,shiru,213
1062,muhudu,213
1063,shamakhokho,213
1064,gisambai,213
1065,banja,213
1066,tambua,213
1067,jepkoyai,213
1068,luanda township,214
1069,wemilabi,214
1070,mwibona,214
1071,luanda south,214
1072,emabungo,214
1073,north east bunyore,215
1074,central bunyore,215
1075,west bunyore,215
1076,cheptais,216
1077,chesikaki,216
1078,chepyuk,216
1079,kapkateny,216
1080,kaptama,216
1081,elgon,216
1082,namwela,217
1083,malakisi/south kulisiru,217
1084,lwandanyi,217
1085,kabuchai/chwele,218
1086,west nalondo,218
1087,bwake/luuya,218
1088,mukuyuni,218
1089,south bukusu,219
1090,bumula,219
1091,khasoko,219
1092,kabula,219
1093,kimaeti,219
1094,west bukusu,219
1095,siboti,219
1096,bukembe west,220
1097,bukembe east,220
1098,township,220
1099,khalaba,220
1100,musikoma,220
1101,east sang'alo,220
1102,marakaru/tuuti,220
1103,sang'alo west,220
1104,mihuu,221
1105,ndivisi,221
1106,maraka,221
1107,misikhu,222
1108,sitikho,222
1109,matulo,222
1110,bokoli,222
1111,kimilili,223
1112,kibingei,223
1113,maeni,223
1114,kamukuywa,223
1115,mbakalo,224
1116,naitiri/kabuyefwe,224
1117,milima,224
1118,ndalu/ tabani,224
1119,tongaren,224
1120,soysambu/ mitua,224
1121,malaba central,225
1122,malaba north,225
1123,ang'urai south,225
1124,ang'urai north,225
1125,ang'urai east,225
1126,malaba south,225
1127,ang'orom,226
1128,chakol south,226
1129,chakol north,226
1130,amukura west,226
1131,amukura east,226
1132,amukura central,226
1133,nambale township,227
1134,bukhayo north/waltsi,227
1135,bukhayo east,227
1136,bukhayo central,227
1137,bukhayo west,228
1138,mayenje,228
1139,matayos south,228
1140,busibwabo,228
1141,burumba,228
1142,marachi west,229
1143,kingandole,229
1144,marachi central,229
1145,marachi east,229
1146,marachi north,229
1147,elugulu,229
1148,namboboto nambuku,230
1149,nangina,230
1150,ageng'a nanguba,230
1151,bwiri,230
1152,bunyala central,231
1153,bunyala north,231
1154,bunyala west,231
1155,bunyala south,231
1156,west ugenya,232
1157,ukwala,232
1158,north ugenya,232
1159,east ugenya,232
1160,sidindi,233
1161,sigomere,233
1162,ugunja,233
1163,usonga,234
1164,west alego,234
1165,central alego,234
1166,siaya township,234
1167,north alego,234
1168,south east alego,234
1169,north gem,235
1170,west gem,235
1171,central gem,235
1172,yala township,235
1173,east gem,235
1174,south gem,235
1175,west yimbo,236
1176,central sakwa,236
1177,south sakwa,236
1178,yimbo east,236
1179,west sakwa,236
1180,north sakwa,236
1181,east asembo,237
1182,west asembo,237
1183,north uyoma,237
1184,south uyoma,237
1185,west uyoma,237
1186,kajulu,238
1187,kolwa east,238
1188,manyatta 'b',238
1189,nyalenda 'a',238
1190,kolwa central,238
1191,south west kisumu,239
1192,central kisumu,239
1193,kisumu north,239
1194,west kisumu,239
1195,north west kisumu,239
1196,railways,240
1197,migosi,240
1198,shaurimoyo kaloleni,240
1199,market milimani,240
1200,kondele,240
1201,nyalenda b,240
1202,west seme,241
1203,central seme,241
1204,east seme,241
1205,north seme,241
1206,east kano/wawidhi,242
1207,awasi/onjiko,242
1208,ahero,242
1209,kabonyo/kanyagwal,242
1210,kobura,242
1211,miwani,243
1212,ombeyi,243
1213,masogo/nyang'oma,243
1214,chemelil,243
1215,muhoroni/koru,243
1216,south west nyakach,244
1217,north nyakach,244
1218,central nyakach,244
1219,west nyakach,244
1220,south east nyakach,244
1221,west kasipul,245
1222,south kasipul,245
1223,central kasipul,245
